id,{,},CreaVentana,(,",",num,),;,CreaLabel,CreaBoton,CreaTextbox,CreaEvento,Main,if,else,repeat,until,:=,while,switch,case,break,default,for,=,:,CierraVentana,LeeTextBox,Loop,ImprimeTextBox,Concat,Mbox,==,>,<,>=,<=,!=,+,-,int,float,string,vent,textBox,label,boton,^,*,/,$,programa',programa,estructura,def,def-func,def-vent,def-ctrl,crea-control,def-evnt,def-main,secuencia-sent,sentencia,sent-if,sent-repeat,sent-assign,sent-while,sent-switch,secuencia-case,sentencia-case,sentencia-default,sent-for,sent-func,sent-declara,identificadores,exp,op-comparacion,exp-simple,opsuma,tipo,term,potencia,opmult,factor,const,variable
r13, ,r13,r13, , , , , ,r13,r13,r13,r13, ,r13, ,r13, , ,r13,r13, , , ,r13, , ,r13,r13,r13,r13,r13,r13, , , , , , , , ,r13,r13,r13,r13,r13,r13,r13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s249, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,s251, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r30, ,r30,r30, , , , , ,r30,r30,r30,r30, ,r30, ,r30, , ,r30,r30, , , ,r30, , ,r30,r30,r30,r30,r30,r30, , , , , , , , ,r30,r30,r30,r30,r30,r30,r30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, , ,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, ,252,24,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , , , , , ,s253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s254, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s255, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s256, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s257, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, , ,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, ,258,24,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
s38, ,s259,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, , ,59,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , , , , , , ,s260, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s261, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s262, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s263, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s264, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, ,s265,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, , ,59,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , , , , , , , , , , , , , , , , , , , , , ,s266, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,s267, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s269, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s270, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s271, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r29, ,r29,r29, , , , , ,r29,r29,r29,r29, ,r29, ,r29, , ,r29,r29, , , ,r29, , ,r29,r29,r29,r29,r29,r29, , , , , , , , ,r29,r29,r29,r29,r29,r29,r29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s272, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, , ,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, ,273,24,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , , , , ,s274, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s275, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s276, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s277, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,r36, , , , , , , , , , , , , , , , , , ,r36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, ,s278,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, , ,59,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , , , , , ,s279, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s281, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s282, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r38, ,r38,r38, , , , , ,r38,r38,r38,r38, ,r38, ,r38, , ,r38,r38, , , ,r38, , ,r38,r38,r38,r38,r38,r38, , , , , , , , ,r38,r38,r38,r38,r38,r38,r38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s283, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r10, ,r10,r10, , , , , ,r10,r10,r10,r10, ,r10, ,r10, , ,r10,r10, , , ,r10, , ,r10,r10,r10,r10,r10,r10, , , , , , , , ,r10,r10,r10,r10,r10,r10,r10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s284, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s285, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s286, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s287, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r8, ,r8,r8, , , , , ,r8,r8,r8,r8, ,r8, ,r8, , ,r8,r8, , , ,r8, , ,r8,r8,r8,r8,r8,r8, , , , , , , , ,r8,r8,r8,r8,r8,r8,r8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s289, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r12, ,r12,r12, , , , , ,r12,r12,r12,r12, ,r12, ,r12, , ,r12,r12, , , ,r12, , ,r12,r12,r12,r12,r12,r12, , , , , , , , ,r12,r12,r12,r12,r12,r12,r12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s290, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r11, ,r11,r11, , , , , ,r11,r11,r11,r11, ,r11, ,r11, , ,r11,r11, , , ,r11, , ,r11,r11,r11,r11,r11,r11, , , , , , , , ,r11,r11,r11,r11,r11,r11,r11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
